,doctor_id,doctor_title,depart,call_num,call_answer_num,recruit_call_num,recruit_call_answer_num,cover_call_num,cover_call_answer_num,effective_call_num,effective_recruit_call_num,effective_cover_call_num,effective_call_time,effective_recrui_call_time,effective_cover_call_time,wechat_send_num,wechat_send_words,wechat_answer_num,wechat_answer_words,wechat_send_days,wechat_answer_days,article_send_num,read_num,article_read_num,effective_read_num,effective_read_time,wenjuan_send_num,effective_wenjuan_num,live_send_num,effective_live_num,effective_live_time,activity_num,offline_visit_num,naxion_time,hzl,effective_channel_num,data_date,index,time
4444,1330111,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-02,8094.0,1598976000.0
4447,1330111,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-16,9647.0,1602777600.0
4449,1330111,主治医师,神经内科,1,1,0,0,1,1,1,0,1,85,0,85,3,736,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,2020-08-26,10054.0,1598371200.0
4450,1330111,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-30,10061.0,1598716800.0
4455,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-18,192.0,1600358400.0
4459,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-24,684.0,1598198400.0
4460,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-11,699.0,1599753600.0
4464,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-14,1289.0,1597334400.0
4465,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-13,1317.0,1599926400.0
4467,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-23,2356.0,1600790400.0
4472,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,1729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-16,3294.0,1602777600.0
4473,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-20,3674.0,1597852800.0
4474,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-10,3900.0,1602259200.0
4475,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-21,4049.0,1600617600.0
4476,1354660,主治医师,神经内科,1,1,0,0,1,1,1,0,1,59,0,59,2,733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2020-08-26,4367.0,1598371200.0
4477,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-28,4404.0,1601222400.0
4479,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-22,4552.0,1600704000.0
4481,1354660,主治医师,神经内科,1,1,0,0,1,1,1,0,1,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2020-10-15,5366.0,1602691200.0
4483,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-04,5805.0,1599148800.0
4484,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-17,7140.0,1600272000.0
4485,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-26,7163.0,1601049600.0
4493,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-31,8588.0,1598803200.0
4495,1354660,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-08-27,8740.0,1598457600.0
4496,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-14,8760.0,1600012800.0
4499,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-10-12,8956.0,1602432000.0
4502,1354660,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2020-09-10,9913.0,1599667200.0
4505,1171457,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,1,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-14,986.0,1597334400.0
4506,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-11,1165.0,1599753600.0
4508,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,39,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-08-26,1632.0,1598371200.0
4509,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-17,1847.0,1600272000.0
4510,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-10-16,2102.0,1602777600.0
4512,1171457,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,106,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-10-19,3123.0,1603036800.0
4513,1171457,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,83,0,83,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-09-16,3553.0,1600185600.0
4514,1171457,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-10-09,4561.0,1602172800.0
4515,1171457,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,107,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-10-13,4569.0,1602518400.0
4516,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-31,4851.0,1598803200.0
4518,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,47,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2020-09-15,5508.0,1600099200.0
4519,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,287,2,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-09-23,5523.0,1600790400.0
4520,1171457,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,171,1,6,1,1,0,2,1,1,46,0,0,0,0,0,0,0,3,10,2,2020-10-12,8132.0,1602432000.0
4522,1171457,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,96,0,96,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-09-22,9783.0,1600704000.0
4523,1171457,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,52,0,52,4,1623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-08-27,10401.0,1598457600.0
4524,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,7,520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-23,54.0,1600790400.0
4525,1348039,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,6,552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-22,194.0,1600704000.0
4526,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-13,319.0,1597248000.0
4527,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,12,1101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-20,326.0,1597852800.0
4534,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-21,1140.0,1597939200.0
4535,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-16,1174.0,1600185600.0
4538,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-23,1981.0,1598112000.0
4543,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,9,765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-17,3714.0,1600272000.0
4544,1348039,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,61,0,61,3,951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-10-10,3901.0,1602259200.0
4548,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,10,333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-11,4211.0,1599753600.0
4551,1348039,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,40,0,40,16,1513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-08-14,4979.0,1597334400.0
4555,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-17,5628.0,1597593600.0
4556,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-10-12,5679.0,1602432000.0
4560,1348039,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,71,0,71,3,1033,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,2020-09-15,6807.0,1600099200.0
4561,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-27,6988.0,1601136000.0
4562,1348039,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,86,0,86,12,1149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,2020-08-27,7292.0,1598457600.0
4563,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-26,7628.0,1598371200.0
4564,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,12,942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-10-16,7742.0,1602777600.0
4565,1348039,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-25,7966.0,1600963200.0
4573,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-08-31,9083.0,1598803200.0
4575,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-10-17,9403.0,1602864000.0
4579,1348039,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2020-09-02,10414.0,1598976000.0
4582,1165055,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,52,0,52,9,1785,1,1186,1,1,0,16,1,0,0,0,0,0,0,0,0,0,3,0,2,2020-08-27,28.0,1598457600.0
4592,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-16,2890.0,1602777600.0
4593,1165055,副主任医师,神经内科,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-09,3057.0,1602172800.0
4596,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-11,3702.0,1599753600.0
4600,1165055,副主任医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,4,268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-14,4186.0,1597334400.0
4601,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-12,4727.0,1602432000.0
4603,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-23,4870.0,1600790400.0
4604,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-31,5000.0,1598803200.0
4605,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-22,5177.0,1600704000.0
4606,1165055,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,145,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2020-09-02,5494.0,1598976000.0
4608,1165055,副主任医师,神经内科,1,1,0,0,1,1,1,0,1,62,0,62,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2020-09-17,6160.0,1600272000.0
4609,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2020-09-29,6184.0,1601308800.0
4611,1165055,副主任医师,神经内科,1,1,0,0,1,1,1,0,0,62,0,0,2,46,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2020-09-24,7158.0,1600876800.0
4612,1165055,副主任医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,5,403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-20,7619.0,1597852800.0
4622,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-12,567.0,1602432000.0
4625,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-31,1990.0,1598803200.0
4628,1355415,主治医师,神经内科,1,1,0,0,1,1,1,0,1,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-09-18,2693.0,1600358400.0
4630,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-11,5009.0,1599753600.0
4631,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-22,5021.0,1600704000.0
4635,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,6,774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-20,5632.0,1597852800.0
4636,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-23,5830.0,1600790400.0
4638,1355415,主治医师,神经内科,1,1,0,0,1,1,1,0,1,43,0,43,3,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-08-14,5963.0,1597334400.0
4643,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,53,0,0,0,0,0,0,0,2,5,1,2020-09-01,6644.0,1598889600.0
4646,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-19,6751.0,1603036800.0
4648,1355415,主治医师,神经内科,1,1,0,0,1,1,1,0,1,89,0,89,5,840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-08-27,7118.0,1598457600.0
4651,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-17,7812.0,1600272000.0
4653,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-04,8098.0,1599148800.0
4654,1355415,主治医师,神经内科,2,1,0,0,2,1,1,0,1,88,0,88,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2020-09-07,8256.0,1599408000.0
4655,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-18,8383.0,1602950400.0
4657,1355415,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-10-16,8538.0,1602777600.0
4662,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-27,9468.0,1601136000.0
4663,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-09-20,9613.0,1600531200.0
4666,1355415,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2020-08-21,10395.0,1597939200.0
4676,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-17,3358.0,1600272000.0
4677,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-23,3371.0,1600790400.0
4678,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,9,770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-08-20,3528.0,1597852800.0
4686,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-25,6009.0,1600963200.0
4687,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-11,6497.0,1599753600.0
4688,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-10-12,6528.0,1602432000.0
4689,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-08-31,6795.0,1598803200.0
4692,1355247,主治医师,神经内科,1,1,0,0,1,1,1,0,1,82,0,82,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-09-22,7657.0,1600704000.0
4693,1355247,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-10-16,7743.0,1602777600.0
4697,1355247,主治医师,神经内科,1,1,0,0,1,1,1,0,1,75,0,75,2,42,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,2020-10-15,8959.0,1602691200.0
4699,1355247,主治医师,神经内科,1,1,0,0,1,1,1,0,1,76,0,76,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-09-15,9102.0,1600099200.0
4701,1355247,主治医师,神经内科,1,1,0,0,1,1,1,0,1,81,0,81,9,1002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-08-27,9259.0,1598457600.0
4703,1355247,主治医师,神经内科,1,1,0,0,1,1,1,0,1,65,0,65,9,1212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-08-14,9887.0,1597334400.0
4708,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-08-20,329.0,1597852800.0
4709,1353471,主治医师,神经内科,1,1,0,0,1,1,1,0,1,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-09-26,372.0,1601049600.0
4710,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-08-21,992.0,1597939200.0
4712,1353471,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-17,1660.0,1600272000.0
4715,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-08-31,3169.0,1598803200.0
4719,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-10-15,5047.0,1602691200.0
4720,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,2,925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-27,5527.0,1601136000.0
4723,1353471,主治医师,神经内科,3,1,0,0,3,1,1,0,1,50,0,50,5,840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-08-27,6134.0,1598457600.0
4724,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-11,6150.0,1599753600.0
4725,1353471,主治医师,神经内科,1,1,0,0,1,1,1,0,1,60,0,60,2,914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,1,2020-09-25,6987.0,1600963200.0
4726,1353471,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-22,7813.0,1600704000.0
4727,1353471,主治医师,神经内科,1,1,0,0,1,1,1,0,0,19,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2020-10-12,8294.0,1602432000.0
4728,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,3,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-23,8943.0,1600790400.0
4729,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,2020-09-29,9121.0,1601308800.0
4732,1353471,主治医师,神经内科,1,0,0,0,1,0,0,0,0,0,0,0,5,199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-08-14,9424.0,1597334400.0
4733,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-09-16,10075.0,1600185600.0
4734,1353471,主治医师,神经内科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2020-10-16,10108.0,1602777600.0
4740,1327724,副主任医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,2,723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020-08-28,1460.0,1598544000.0
4746,1327724,副主任医师,神经外科,2,0,0,0,2,0,0,0,0,0,0,0,2,184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020-09-22,3193.0,1600704000.0
4748,1327724,副主任医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,2,129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020-10-12,3390.0,1602432000.0
4749,1327724,副主任医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020-09-21,3562.0,1600617600.0
4750,1327724,副主任医师,神经外科,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020-08-21,3681.0,1597939200.0
4754,1327724,副主任医师,神经外科,1,1,0,0,1,1,0,0,0,0,0,0,3,255,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020-09-17,4863.0,1600272000.0
4757,1327724,副主任医师,神经外科,0,0,0,0,0,0,0,0,0,0,0,0,4,314,0,0,1,0,0,2,2,2,4326,0,0,0,0,0,0,0,4,1,1,2020-10-16,5196.0,1602777600.0
